Recency(Days),Frequency,Monetary(£)
-0.17975923127475693,1.0637726165917178,1.550099232836573
0.5287570890097155,-2.024859375763529,-0.5715567287903163
-0.9782107218164421,0.7607225466829358,0.9949841714464301
0.4822296622854297,-0.020746582807731048,0.0029607108145042493
0.8057945755612432,-0.7232999648085849,-0.09687924946807779
-0.7666060145787126,-0.24929650477304974,0.050608839627444495
1.6396032398236655,1.316508922637909,2.4894855083585163
1.0831133531645352,-1.3185451756926652,0.021904909974161
0.22256275842798692,1.6441469430282312,2.1948651143806184
0.12328725846312148,0.8801041705569747,0.9402786446544671
-1.590992625596884,1.6846787404726795,1.8413708410809126
-0.1534955964830362,0.5160636317443267,0.542189501256549
0.10246788040001092,0.8102571178950645,1.1338393463511978
-0.4836146294494591,0.6244524991673318,1.041414428288305
-0.3211017143280254,-0.020746582807731048,0.4551397214120279
-0.6351061261006166,0.03542851604828337,0.1829206377367236
-1.754987518649068,-1.3185451756926652,-0.8981801548736469
0.617491200420638,0.20912935369719157,0.3875431815480695
-0.8149409490023644,1.073028616494086,1.5031695211062754
1.145568202425983,-1.601800115072787,-1.7061655133005103
-0.5193943334454402,-0.08052009476764675,-0.20842648493484758
1.715141136397214,-2.024859375763529,-1.1166259329421955
-1.181759372266795,0.8688072048700345,1.4715984671735343
0.5885165806704883,0.007762960063219785,-0.01082905043791279
-0.8149409490023644,1.0637726165917178,-0.09393417471956357
-0.20663982270710993,0.6096993695739136,0.9593646412675749
1.401093079273628,-0.1780604806239843,0.7037424156367424
-1.181759372266795,0.7218281949379886,0.7971955698875381
1.2447214236852608,0.7218281949379886,0.729564205406296
-0.030371741620162027,0.9023108146397966,0.980122119780524
0.3672142579996585,-0.1780604806239843,0.09420413438229361
0.8432600424897485,-1.601800115072787,-1.7078819871690727
0.059760415784922305,-1.601800115072787,-0.2410777162821156
1.36554713012791,0.4826960776837065,0.9487032149361863
-0.8149409490023644,1.135478273737602,1.814068539895413
0.059760415784922305,0.37495039117063816,0.6818303755066878
0.34996610080830587,1.186010437095271,3.125904033361924
0.5134176151118397,0.5640263319611938,0.7579255831546102
1.715141136397214,-0.24929650477304974,-0.16694121619254695
1.6852913207106959,-1.4487718244030916,-1.2232320574479505
-0.6769377650986945,2.504040720658972,5.147716031105066
1.0070993196034443,0.08842123747985507,0.2487301407175349
1.401093079273628,-0.050154367718422674,0.14874993866400396
1.5365533668035964,-0.5035165374894587,-0.48663697273394446
0.7146113077242727,0.316119243480367,0.10554632541273853
1.4869498520174116,-0.020746582807731048,1.181975914675753
0.5738085409037018,0.13857901716668627,0.38986142181357514
-1.590992625596884,-0.3676472484540181,-0.24540505118911515
-1.995570921791238,0.5160636317443267,1.2413009819801035
-0.07809156594915263,-0.9322091143194686,-0.7641147172667345
0.27867051281915867,0.9964003283137359,1.3342465080231374
-0.10269069171754273,1.1267971188040489,2.111604417217769
-1.995570921791238,2.0194938430772256,2.9665798411608537
0.6599004371164144,0.08842123747985507,0.016083488785271705
0.5885165806704883,-0.5035165374894587,1.9811083538889447
-1.995570921791238,0.5160636317443267,0.975290519574453
-1.263623510433076,1.0258456239160858,1.521174396334102
1.6318781399442654,-0.8570588061276913,-1.1104329069329988
-0.8149409490023644,1.4816692256446924,1.8891361696535018
-0.8149409490023644,-1.7876315118945698,-1.6197509753934276
0.22256275842798692,0.5483045953053141,0.6315864619883703
0.38424601051514307,-0.1780604806239843,-0.15375669225447594
-0.05399314458195307,-0.3264851466374202,-0.30333155706604364
-0.7666060145787126,1.0821977827309934,1.376943032622257
1.5768769024992957,-1.104565606943425,-0.8411221218939531
-1.1079285116608852,-0.3676472484540181,-0.34560372841123743
1.2350645300952332,0.29566812904522566,0.3010647024150911
0.1437688625639037,-0.020746582807731048,-4.694567238136816
0.49790996431269063,-0.08052009476764675,-0.29467335764547953
-0.05399314458195307,0.9240206952351269,1.189161926565416
0.617491200420638,0.11383504071833046,0.5698287409507878
0.4663720434770842,-0.45595342673605777,-0.1664520572242996
1.1353217185933708,0.08842123747985507,0.18878981355253516
-0.9782107218164421,0.6812970705470766,0.5211360826255468
-1.754987518649068,-0.9322091143194686,0.011326975944301165
-1.0404706980250185,0.3361380176188534,0.2675399170409305
0.1437688625639037,0.11383504071833046,0.24984562182746406
-1.181759372266795,1.5057182098643678,1.935614955719181
1.6318781399442654,0.11383504071833046,0.06107875086971372
-1.590992625596884,0.03542851604828337,-0.13977592262484653
-0.5193943334454402,1.2022924188866928,1.4236024117501846
-1.0404706980250185,0.06229953985780493,0.5208271247241856
0.9037528702224532,2.051063064493584,1.7813190103724668
-1.995570921791238,0.49952567766057476,0.840643448297409
1.4785479908268289,-0.6631754495592396,-0.4819877097717267
-1.0404706980250185,1.4253308990849916,1.7547377483861377
0.9273088367706642,-0.45595342673605777,-0.7219534487018633
1.5119221432044898,-1.0142377480087603,-0.9068940260419751
-1.995570921791238,-0.1780604806239843,-0.5288881811659701
0.617491200420638,-0.7232999648085849,0.583418207549424
-0.8149409490023644,-0.3264851466374202,-0.3427149682401453
-0.7206955498342255,0.29566812904522566,1.800044704948677
1.4785479908268289,1.4317509991302206,1.3218370777515862
1.6852913207106959,-0.6631754495592396,-0.19861802399814357
-0.9782107218164421,-0.6631754495592396,-1.8216136797946278
1.2350645300952332,-1.104565606943425,0.21369111432016455
-0.595009638935239,0.7218281949379886,-0.22610555393333606
1.3108317334128459,-1.7876315118945698,-0.7596566253726023
0.6599004371164144,0.11383504071833046,0.038579385439602217
0.5589485099136924,-0.7877039238567268,0.23224402471020586
-0.5193943334454402,1.0637726165917178,0.4589629665126948
-0.5193943334454402,1.0161290003518375,1.0204803231265127
1.401093079273628,-0.5035165374894587,-0.5183927898397934
-0.262398498316029,1.1267971188040489,1.162104723291883
1.3108317334128459,0.16268822589130646,0.060556199809120435
-0.17975923127475693,-0.9322091143194686,-1.0395657019292477
-0.92028322363198,0.785807351051097,0.8038453921342338
-1.995570921791238,0.4655641425539602,1.1790164961295417
0.1437688625639037,0.7085065521470505,0.7828174504172838
0.617491200420638,-1.7876315118945698,-1.7734309821597605
-1.995570921791238,0.5483045953053141,0.8059233463589649
-0.4836146294494591,0.44811858020656137,0.7033411684808389
-1.263623510433076,-0.5035165374894587,-1.2273995973609682
0.7279802909418509,-0.6067875545619057,-0.4389618309610128
0.7543659710663468,0.08842123747985507,0.31325181555892595
-0.4836146294494591,1.9795266688120359,2.092141734143249
0.26023298082435525,-0.3264851466374202,-0.3070135203390815
-0.7666060145787126,1.3518192068197064,1.6382765100691594
0.26023298082435525,0.06229953985780493,0.07909665546012899
0.5287570890097155,-0.6067875545619057,-0.5141047835017917
-0.007205395811575845,0.6949979874358128,0.6497741437258099
1.5201698963908183,-1.601800115072787,-1.732278779782486
0.5885165806704883,0.5323200686745808,0.44601711591311366
-0.17975923127475693,-0.41073867773816586,-0.42776315296565887
-1.995570921791238,0.5947156757819465,0.6973754268305659
-0.38315074377544955,1.2418550719574792,0.15385744189743247
-1.1079285116608852,-1.104565606943425,2.5237257158588267
0.41768551778576046,-0.5536911315610984,-0.6785919265169236
-0.7666060145787126,0.98638415658169,1.2029305228281881
0.4822296622854297,-0.41073867773816586,-0.5005725229941131
-0.7666060145787126,1.8491877717891296,2.0248499950754932
-1.1079285116608852,0.9452559693205499,1.175776054882154
-0.17975923127475693,0.08842123747985507,0.015589458323690415
0.015526296655476418,0.16268822589130646,-0.08970017413069328
1.1859348609176383,0.13857901716668627,-0.024778494288516514
-0.8149409490023644,0.29566812904522566,0.6196024569756388
0.49790996431269063,-0.050154367718422674,-0.2808845958725444
